# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1412780546;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1414442939;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1419262267;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1419842214;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1420464527;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1426623891;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1434384787;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1436200220;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1438251337;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1449660489;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1467375086;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (abstractHttpClientClass != null && abstractHttpClientClass.isInstance(client)) {_			client.getParams().setIntParameter(org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,abstract,http,client,class,null,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
HttpComponentsClientHttpRequestFactory -> @Nullable 	protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri);1495868221;Template methods that creates a {@link HttpContext} for the given HTTP method and URI._<p>The default implementation returns {@code null}._@param httpMethod the HTTP method_@param uri the URI_@return the http context;@Nullable_	protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri) {_		return null__	};template,methods,that,creates,a,link,http,context,for,the,given,http,method,and,uri,p,the,default,implementation,returns,code,null,param,http,method,the,http,method,param,uri,the,uri,return,the,http,context;nullable,protected,http,context,create,http,context,http,method,http,method,uri,uri,return,null
